Event,Stage,From,To,Type,Points
kyiv-2017,second-semi-final,belarus,Austria,Jury,6
kyiv-2017,second-semi-final,belarus,Malta,Jury,5
kyiv-2017,second-semi-final,belarus,Serbia,Jury,4
kyiv-2017,second-semi-final,belarus,Croatia,Jury,3
kyiv-2017,second-semi-final,belarus,Denmark,Jury,2
kyiv-2017,second-semi-final,belarus,Estonia,Jury,1
kyiv-2017,second-semi-final,bulgaria,F.Y.R. Macedonia,Televoting,12
kyiv-2017,second-semi-final,bulgaria,Israel,Televoting,10
kyiv-2017,second-semi-final,bulgaria,Hungary,Televoting,8
kyiv-2017,second-semi-final,bulgaria,Romania,Televoting,7
kyiv-2017,second-semi-final,bulgaria,Croatia,Televoting,6
kyiv-2017,second-semi-final,bulgaria,Belarus,Televoting,5
kyiv-2017,second-semi-final,bulgaria,Switzerland,Televoting,4
kyiv-2017,second-semi-final,bulgaria,Norway,Televoting,3
kyiv-2017,second-semi-final,bulgaria,Estonia,Televoting,2
kyiv-2017,second-semi-final,bulgaria,The Netherlands,Televoting,1
kyiv-2017,second-semi-final,bulgaria,Austria,Jury,12
kyiv-2017,second-semi-final,bulgaria,Israel,Jury,10
kyiv-2017,second-semi-final,bulgaria,The Netherlands,Jury,8
kyiv-2017,second-semi-final,bulgaria,Malta,Jury,7
kyiv-2017,second-semi-final,bulgaria,Croatia,Jury,6
kyiv-2017,second-semi-final,bulgaria,Norway,Jury,5
kyiv-2017,second-semi-final,bulgaria,Denmark,Jury,4
kyiv-2017,second-semi-final,bulgaria,Switzerland,Jury,3
kyiv-2017,second-semi-final,bulgaria,Serbia,Jury,2
kyiv-2017,second-semi-final,bulgaria,Ireland,Jury,1
kyiv-2017,second-semi-final,croatia,Hungary,Televoting,12
kyiv-2017,second-semi-final,croatia,Serbia,Televoting,10
kyiv-2017,second-semi-final,croatia,Bulgaria,Televoting,8
kyiv-2017,second-semi-final,croatia,Romania,Televoting,7
kyiv-2017,second-semi-final,croatia,F.Y.R. Macedonia,Televoting,6
kyiv-2017,second-semi-final,croatia,Israel,Televoting,5
kyiv-2017,second-semi-final,croatia,Austria,Televoting,4
kyiv-2017,second-semi-final,croatia,Belarus,Televoting,3
kyiv-2017,second-semi-final,croatia,The Netherlands,Televoting,2
kyiv-2017,second-semi-final,croatia,Switzerland,Televoting,1
kyiv-2017,second-semi-final,croatia,The Netherlands,Jury,12
kyiv-2017,second-semi-final,croatia,Hungary,Jury,10
kyiv-2017,second-semi-final,croatia,Denmark,Jury,8
kyiv-2017,second-semi-final,croatia,Belarus,Jury,7
kyiv-2017,second-semi-final,croatia,Bulgaria,Jury,6
kyiv-2017,second-semi-final,croatia,Austria,Jury,5
kyiv-2017,second-semi-final,croatia,Norway,Jury,4
kyiv-2017,second-semi-final,croatia,Israel,Jury,3
kyiv-2017,second-semi-final,croatia,Serbia,Jury,2
kyiv-2017,second-semi-final,croatia,Malta,Jury,1
kyiv-2017,second-semi-final,denmark,Bulgaria,Televoting,12
kyiv-2017,second-semi-final,denmark,Norway,Televoting,10
kyiv-2017,second-semi-final,denmark,Romania,Televoting,8
kyiv-2017,second-semi-final,denmark,The Netherlands,Televoting,7
kyiv-2017,second-semi-final,denmark,Israel,Televoting,6
kyiv-2017,second-semi-final,denmark,Ireland,Televoting,5
kyiv-2017,second-semi-final,denmark,Hungary,Televoting,4
kyiv-2017,second-semi-final,denmark,Austria,Televoting,3
kyiv-2017,second-semi-final,denmark,Estonia,Televoting,2
kyiv-2017,second-semi-final,denmark,Switzerland,Televoting,1
kyiv-2017,second-semi-final,denmark,Norway,Jury,12
kyiv-2017,second-semi-final,denmark,The Netherlands,Jury,10
kyiv-2017,second-semi-final,denmark,Serbia,Jury,8
kyiv-2017,second-semi-final,denmark,Austria,Jury,7
kyiv-2017,second-semi-final,denmark,Bulgaria,Jury,6
kyiv-2017,second-semi-final,denmark,Israel,Jury,5
kyiv-2017,second-semi-final,denmark,Switzerland,Jury,4
kyiv-2017,second-semi-final,denmark,Hungary,Jury,3
kyiv-2017,second-semi-final,denmark,Ireland,Jury,2
kyiv-2017,second-semi-final,denmark,Estonia,Jury,1
kyiv-2017,second-semi-final,estonia,Romania,Televoting,12
kyiv-2017,second-semi-final,estonia,Bulgaria,Televoting,10
kyiv-2017,second-semi-final,estonia,Hungary,Televoting,8
kyiv-2017,second-semi-final,estonia,Ireland,Televoting,7
kyiv-2017,second-semi-final,estonia,Belarus,Televoting,6
kyiv-2017,second-semi-final,estonia,Croatia,Televoting,5
kyiv-2017,second-semi-final,estonia,Israel,Televoting,4
kyiv-2017,second-semi-final,estonia,Norway,Televoting,3
kyiv-2017,second-semi-final,estonia,The Netherlands,Televoting,2
kyiv-2017,second-semi-final,estonia,Lithuania,Televoting,1
kyiv-2017,second-semi-final,estonia,Bulgaria,Jury,12
kyiv-2017,second-semi-final,estonia,Norway,Jury,10
kyiv-2017,second-semi-final,estonia,Denmark,Jury,8
kyiv-2017,second-semi-final,estonia,Ireland,Jury,7
kyiv-2017,second-semi-final,estonia,The Netherlands,Jury,6
kyiv-2017,second-semi-final,estonia,Austria,Jury,5
kyiv-2017,second-semi-final,estonia,Malta,Jury,4
kyiv-2017,second-semi-final,estonia,Switzerland,Jury,3
kyiv-2017,second-semi-final,estonia,Hungary,Jury,2
kyiv-2017,second-semi-final,estonia,Serbia,Jury,1
kyiv-2017,second-semi-final,f-y-r-macedonia,Serbia,Televoting,12
kyiv-2017,second-semi-final,f-y-r-macedonia,Bulgaria,Televoting,10
kyiv-2017,second-semi-final,f-y-r-macedonia,Croatia,Televoting,8
kyiv-2017,second-semi-final,f-y-r-macedonia,Israel,Televoting,7
kyiv-2017,second-semi-final,f-y-r-macedonia,Hungary,Televoting,6
kyiv-2017,second-semi-final,f-y-r-macedonia,Switzerland,Televoting,5
kyiv-2017,second-semi-final,f-y-r-macedonia,Estonia,Televoting,4
kyiv-2017,second-semi-final,f-y-r-macedonia,Romania,Televoting,3
kyiv-2017,second-semi-final,f-y-r-macedonia,The Netherlands,Televoting,2
kyiv-2017,second-semi-final,f-y-r-macedonia,Ireland,Televoting,1
kyiv-2017,second-semi-final,f-y-r-macedonia,Bulgaria,Jury,12
kyiv-2017,second-semi-final,f-y-r-macedonia,Romania,Jury,10
kyiv-2017,second-semi-final,f-y-r-macedonia,Malta,Jury,8
kyiv-2017,second-semi-final,f-y-r-macedonia,Denmark,Jury,7
kyiv-2017,second-semi-final,f-y-r-macedonia,The Netherlands,Jury,6
kyiv-2017,second-semi-final,f-y-r-macedonia,Hungary,Jury,5
kyiv-2017,second-semi-final,f-y-r-macedonia,Lithuania,Jury,4
kyiv-2017,second-semi-final,f-y-r-macedonia,Austria,Jury,3
kyiv-2017,second-semi-final,f-y-r-macedonia,Estonia,Jury,2
kyiv-2017,second-semi-final,f-y-r-macedonia,Switzerland,Jury,1
kyiv-2017,second-semi-final,france,Romania,Televoting,12
kyiv-2017,second-semi-final,france,Israel,Televoting,10
kyiv-2017,second-semi-final,france,Bulgaria,Televoting,8
kyiv-2017,second-semi-final,france,Hungary,Televoting,7
kyiv-2017,second-semi-final,france,Estonia,Televoting,6
kyiv-2017,second-semi-final,france,Serbia,Televoting,5
kyiv-2017,second-semi-final,france,Switzerland,Televoting,4
kyiv-2017,second-semi-final,france,Belarus,Televoting,3
kyiv-2017,second-semi-final,france,Croatia,Televoting,2
kyiv-2017,second-semi-final,france,Ireland,Televoting,1
kyiv-2017,second-semi-final,france,Israel,Jury,12
kyiv-2017,second-semi-final,france,Belarus,Jury,10
kyiv-2017,second-semi-final,france,F.Y.R. Macedonia,Jury,8
kyiv-2017,second-semi-final,france,Bulgaria,Jury,7
kyiv-2017,second-semi-final,france,Malta,Jury,6
kyiv-2017,second-semi-final,france,The Netherlands,Jury,5
kyiv-2017,second-semi-final,france,Austria,Jury,4
kyiv-2017,second-semi-final,france,Norway,Jury,3
kyiv-2017,second-semi-final,france,Denmark,Jury,2
kyiv-2017,second-semi-final,france,Serbia,Jury,1
kyiv-2017,second-semi-final,germany,Bulgaria,Televoting,12
kyiv-2017,second-semi-final,germany,Hungary,Televoting,10
kyiv-2017,second-semi-final,germany,Israel,Televoting,8
kyiv-2017,second-semi-final,germany,Romania,Televoting,7
kyiv-2017,second-semi-final,germany,Croatia,Televoting,6
kyiv-2017,second-semi-final,germany,The Netherlands,Televoting,5
kyiv-2017,second-semi-final,germany,Austria,Televoting,4
kyiv-2017,second-semi-final,germany,Estonia,Televoting,3
kyiv-2017,second-semi-final,germany,Norway,Televoting,2
kyiv-2017,second-semi-final,germany,San Marino,Televoting,1
kyiv-2017,second-semi-final,germany,Norway,Jury,12
kyiv-2017,second-semi-final,germany,Bulgaria,Jury,10
kyiv-2017,second-semi-final,germany,The Netherlands,Jury,8
kyiv-2017,second-semi-final,germany,Serbia,Jury,7
kyiv-2017,second-semi-final,germany,Austria,Jury,6
kyiv-2017,second-semi-final,germany,Croatia,Jury,5
kyiv-2017,second-semi-final,germany,Ireland,Jury,4
kyiv-2017,second-semi-final,germany,Malta,Jury,3
kyiv-2017,second-semi-final,germany,Switzerland,Jury,2
kyiv-2017,second-semi-final,germany,Denmark,Jury,1
kyiv-2017,second-semi-final,hungary,Bulgaria,Televoting,12
kyiv-2017,second-semi-final,hungary,Croatia,Televoting,10
kyiv-2017,second-semi-final,hungary,Israel,Televoting,8
kyiv-2017,second-semi-final,hungary,Romania,Televoting,7
kyiv-2017,second-semi-final,hungary,The Netherlands,Televoting,6
kyiv-2017,second-semi-final,hungary,Norway,Televoting,5
kyiv-2017,second-semi-final,hungary,Estonia,Televoting,4
kyiv-2017,second-semi-final,hungary,Austria,Televoting,3
kyiv-2017,second-semi-final,hungary,Belarus,Televoting,2
kyiv-2017,second-semi-final,hungary,Switzerland,Televoting,1
kyiv-2017,second-semi-final,hungary,Bulgaria,Jury,12
kyiv-2017,second-semi-final,hungary,The Netherlands,Jury,10
kyiv-2017,second-semi-final,hungary,Austria,Jury,8
kyiv-2017,second-semi-final,hungary,Norway,Jury,7
kyiv-2017,second-semi-final,hungary,Denmark,Jury,6
kyiv-2017,second-semi-final,hungary,Ireland,Jury,5
kyiv-2017,second-semi-final,hungary,Serbia,Jury,4
kyiv-2017,second-semi-final,hungary,Belarus,Jury,3
kyiv-2017,second-semi-final,hungary,F.Y.R. Macedonia,Jury,2
kyiv-2017,second-semi-final,hungary,Israel,Jury,1
kyiv-2017,second-semi-final,ireland,Lithuania,Televoting,12
kyiv-2017,second-semi-final,ireland,Bulgaria,Televoting,10
kyiv-2017,second-semi-final,ireland,Romania,Televoting,8
kyiv-2017,second-semi-final,ireland,Croatia,Televoting,7
kyiv-2017,second-semi-final,ireland,Hungary,Televoting,6
kyiv-2017,second-semi-final,ireland,The Netherlands,Televoting,5
kyiv-2017,second-semi-final,ireland,Israel,Televoting,4
kyiv-2017,second-semi-final,ireland,Estonia,Televoting,3
kyiv-2017,second-semi-final,ireland,Norway,Televoting,2
kyiv-2017,second-semi-final,ireland,Belarus,Televoting,1
kyiv-2017,second-semi-final,ireland,Bulgaria,Jury,12
kyiv-2017,second-semi-final,ireland,Austria,Jury,10
kyiv-2017,second-semi-final,ireland,Switzerland,Jury,8
kyiv-2017,second-semi-final,ireland,Norway,Jury,7
kyiv-2017,second-semi-final,ireland,Israel,Jury,6
kyiv-2017,second-semi-final,ireland,Malta,Jury,5
kyiv-2017,second-semi-final,ireland,Romania,Jury,4
kyiv-2017,second-semi-final,ireland,The Netherlands,Jury,3
kyiv-2017,second-semi-final,ireland,Serbia,Jury,2
kyiv-2017,second-semi-final,ireland,Denmark,Jury,1
kyiv-2017,second-semi-final,israel,Bulgaria,Televoting,12
kyiv-2017,second-semi-final,israel,Romania,Televoting,10
kyiv-2017,second-semi-final,israel,Belarus,Televoting,8
kyiv-2017,second-semi-final,israel,Hungary,Televoting,7
kyiv-2017,second-semi-final,israel,Estonia,Televoting,6
kyiv-2017,second-semi-final,israel,F.Y.R. Macedonia,Televoting,5
kyiv-2017,second-semi-final,israel,The Netherlands,Televoting,4
kyiv-2017,second-semi-final,israel,Austria,Televoting,3
kyiv-2017,second-semi-final,israel,Switzerland,Televoting,2
kyiv-2017,second-semi-final,israel,Ireland,Televoting,1
kyiv-2017,second-semi-final,israel,Hungary,Jury,12
kyiv-2017,second-semi-final,israel,Norway,Jury,10
kyiv-2017,second-semi-final,israel,Austria,Jury,8
kyiv-2017,second-semi-final,israel,Estonia,Jury,7
kyiv-2017,second-semi-final,israel,Bulgaria,Jury,6
kyiv-2017,second-semi-final,israel,Belarus,Jury,5
kyiv-2017,second-semi-final,israel,Denmark,Jury,4
kyiv-2017,second-semi-final,israel,Romania,Jury,3
kyiv-2017,second-semi-final,israel,Malta,Jury,2
kyiv-2017,second-semi-final,israel,Switzerland,Jury,1
kyiv-2017,second-semi-final,lithuania,Estonia,Televoting,12
kyiv-2017,second-semi-final,lithuania,Bulgaria,Televoting,10
kyiv-2017,second-semi-final,lithuania,Belarus,Televoting,8
kyiv-2017,second-semi-final,lithuania,Norway,Televoting,7
kyiv-2017,second-semi-final,lithuania,Romania,Televoting,6
kyiv-2017,second-semi-final,lithuania,Hungary,Televoting,5
kyiv-2017,second-semi-final,lithuania,Ireland,Televoting,4
kyiv-2017,second-semi-final,lithuania,Israel,Televoting,3
kyiv-2017,second-semi-final,lithuania,Croatia,Televoting,2
kyiv-2017,second-semi-final,lithuania,Switzerland,Televoting,1
kyiv-2017,second-semi-final,lithuania,Norway,Jury,12
kyiv-2017,second-semi-final,lithuania,Bulgaria,Jury,10
kyiv-2017,second-semi-final,lithuania,Ireland,Jury,8
kyiv-2017,second-semi-final,lithuania,Switzerland,Jury,7
kyiv-2017,second-semi-final,lithuania,Denmark,Jury,6
kyiv-2017,second-semi-final,lithuania,The Netherlands,Jury,5
kyiv-2017,second-semi-final,lithuania,Austria,Jury,4
kyiv-2017,second-semi-final,lithuania,Belarus,Jury,3
kyiv-2017,second-semi-final,lithuania,Hungary,Jury,2
kyiv-2017,second-semi-final,lithuania,Malta,Jury,1
kyiv-2017,second-semi-final,malta,Bulgaria,Televoting,12
kyiv-2017,second-semi-final,malta,Israel,Televoting,10
kyiv-2017,second-semi-final,malta,Croatia,Televoting,8
kyiv-2017,second-semi-final,malta,Romania,Televoting,7
kyiv-2017,second-semi-final,malta,Hungary,Televoting,6
kyiv-2017,second-semi-final,malta,Switzerland,Televoting,5
kyiv-2017,second-semi-final,malta,Ireland,Televoting,4
kyiv-2017,second-semi-final,malta,The Netherlands,Televoting,3
kyiv-2017,second-semi-final,malta,Estonia,Televoting,2
kyiv-2017,second-semi-final,malta,Austria,Televoting,1
kyiv-2017,second-semi-final,malta,Bulgaria,Jury,12
kyiv-2017,second-semi-final,malta,Israel,Jury,10
kyiv-2017,second-semi-final,malta,F.Y.R. Macedonia,Jury,8
kyiv-2017,second-semi-final,malta,Belarus,Jury,7
kyiv-2017,second-semi-final,malta,The Netherlands,Jury,6
kyiv-2017,second-semi-final,malta,Denmark,Jury,5
kyiv-2017,second-semi-final,malta,Romania,Jury,4
kyiv-2017,second-semi-final,malta,Estonia,Jury,3
kyiv-2017,second-semi-final,malta,Serbia,Jury,2
kyiv-2017,second-semi-final,malta,Ireland,Jury,1
kyiv-2017,second-semi-final,norway,Bulgaria,Televoting,12
kyiv-2017,second-semi-final,norway,Lithuania,Televoting,10
kyiv-2017,second-semi-final,norway,Romania,Televoting,8
kyiv-2017,second-semi-final,norway,Israel,Televoting,7
kyiv-2017,second-semi-final,norway,Hungary,Televoting,6
kyiv-2017,second-semi-final,norway,Estonia,Televoting,5
kyiv-2017,second-semi-final,norway,Denmark,Televoting,4
kyiv-2017,second-semi-final,norway,The Netherlands,Televoting,3
kyiv-2017,second-semi-final,norway,Ireland,Televoting,2
kyiv-2017,second-semi-final,norway,Croatia,Televoting,1
kyiv-2017,second-semi-final,norway,Bulgaria,Jury,12
kyiv-2017,second-semi-final,norway,Denmark,Jury,10
kyiv-2017,second-semi-final,norway,The Netherlands,Jury,8
kyiv-2017,second-semi-final,norway,Israel,Jury,7
kyiv-2017,second-semi-final,norway,Serbia,Jury,6
kyiv-2017,second-semi-final,norway,Switzerland,Jury,5
kyiv-2017,second-semi-final,norway,Austria,Jury,4
kyiv-2017,second-semi-final,norway,F.Y.R. Macedonia,Jury,3
kyiv-2017,second-semi-final,norway,Hungary,Jury,2
kyiv-2017,second-semi-final,norway,Croatia,Jury,1
kyiv-2017,second-semi-final,romania,Hungary,Televoting,12
kyiv-2017,second-semi-final,romania,Switzerland,Televoting,10
kyiv-2017,second-semi-final,romania,Bulgaria,Televoting,8
kyiv-2017,second-semi-final,romania,Israel,Televoting,7
kyiv-2017,second-semi-final,romania,Ireland,Televoting,6
kyiv-2017,second-semi-final,romania,Croatia,Televoting,5
kyiv-2017,second-semi-final,romania,Austria,Televoting,4
kyiv-2017,second-semi-final,romania,Estonia,Televoting,3
kyiv-2017,second-semi-final,romania,Norway,Televoting,2
kyiv-2017,second-semi-final,romania,Belarus,Televoting,1
kyiv-2017,second-semi-final,romania,The Netherlands,Jury,12
kyiv-2017,second-semi-final,romania,Denmark,Jury,10
kyiv-2017,second-semi-final,romania,Bulgaria,Jury,8
kyiv-2017,second-semi-final,romania,Croatia,Jury,7
kyiv-2017,second-semi-final,romania,Switzerland,Jury,6
kyiv-2017,second-semi-final,romania,Austria,Jury,5
kyiv-2017,second-semi-final,romania,Israel,Jury,4
kyiv-2017,second-semi-final,romania,Ireland,Jury,3
kyiv-2017,second-semi-final,romania,Norway,Jury,2
kyiv-2017,second-semi-final,romania,Malta,Jury,1
kyiv-2017,second-semi-final,san-marino,Bulgaria,Televoting,12
kyiv-2017,second-semi-final,san-marino,Hungary,Televoting,10
kyiv-2017,second-semi-final,san-marino,Romania,Televoting,8
kyiv-2017,second-semi-final,san-marino,Israel,Televoting,7
kyiv-2017,second-semi-final,san-marino,Croatia,Televoting,6
kyiv-2017,second-semi-final,san-marino,Switzerland,Televoting,5
kyiv-2017,second-semi-final,san-marino,F.Y.R. Macedonia,Televoting,4
kyiv-2017,second-semi-final,san-marino,The Netherlands,Televoting,3
kyiv-2017,second-semi-final,san-marino,Ireland,Televoting,2
kyiv-2017,second-semi-final,san-marino,Austria,Televoting,1
kyiv-2017,second-semi-final,san-marino,The Netherlands,Jury,12
kyiv-2017,second-semi-final,san-marino,Norway,Jury,10
kyiv-2017,second-semi-final,san-marino,Bulgaria,Jury,8
kyiv-2017,second-semi-final,san-marino,Austria,Jury,7
kyiv-2017,second-semi-final,san-marino,Lithuania,Jury,6
kyiv-2017,second-semi-final,san-marino,Denmark,Jury,5
kyiv-2017,second-semi-final,san-marino,Croatia,Jury,4
kyiv-2017,second-semi-final,san-marino,Hungary,Jury,3
kyiv-2017,second-semi-final,san-marino,Serbia,Jury,2
kyiv-2017,second-semi-final,san-marino,Malta,Jury,1
kyiv-2017,second-semi-final,serbia,Hungary,Televoting,12
kyiv-2017,second-semi-final,serbia,F.Y.R. Macedonia,Televoting,10
kyiv-2017,second-semi-final,serbia,Bulgaria,Televoting,8
kyiv-2017,second-semi-final,serbia,Croatia,Televoting,7
kyiv-2017,second-semi-final,serbia,Romania,Televoting,6
kyiv-2017,second-semi-final,serbia,Israel,Televoting,5
kyiv-2017,second-semi-final,serbia,Switzerland,Televoting,4
kyiv-2017,second-semi-final,serbia,Norway,Televoting,3
kyiv-2017,second-semi-final,serbia,Belarus,Televoting,2
kyiv-2017,second-semi-final,serbia,Austria,Televoting,1
kyiv-2017,second-semi-final,serbia,Hungary,Jury,12
kyiv-2017,second-semi-final,serbia,Bulgaria,Jury,10
kyiv-2017,second-semi-final,serbia,The Netherlands,Jury,8
kyiv-2017,second-semi-final,serbia,Israel,Jury,7
kyiv-2017,second-semi-final,serbia,Austria,Jury,6
kyiv-2017,second-semi-final,serbia,F.Y.R. Macedonia,Jury,5
kyiv-2017,second-semi-final,serbia,Denmark,Jury,4
kyiv-2017,second-semi-final,serbia,Croatia,Jury,3
kyiv-2017,second-semi-final,serbia,Malta,Jury,2
kyiv-2017,second-semi-final,serbia,Norway,Jury,1
kyiv-2017,second-semi-final,switzerland,Serbia,Televoting,12
kyiv-2017,second-semi-final,switzerland,Croatia,Televoting,10
kyiv-2017,second-semi-final,switzerland,Hungary,Televoting,8
kyiv-2017,second-semi-final,switzerland,Romania,Televoting,7
kyiv-2017,second-semi-final,switzerland,Bulgaria,Televoting,6
kyiv-2017,second-semi-final,switzerland,Israel,Televoting,5
kyiv-2017,second-semi-final,switzerland,The Netherlands,Televoting,4
kyiv-2017,second-semi-final,switzerland,F.Y.R. Macedonia,Televoting,3
kyiv-2017,second-semi-final,switzerland,Austria,Televoting,2
kyiv-2017,second-semi-final,switzerland,Estonia,Televoting,1
kyiv-2017,second-semi-final,switzerland,Bulgaria,Jury,12
kyiv-2017,second-semi-final,switzerland,Norway,Jury,10
kyiv-2017,second-semi-final,switzerland,The Netherlands,Jury,8
kyiv-2017,second-semi-final,switzerland,Austria,Jury,7
kyiv-2017,second-semi-final,switzerland,Serbia,Jury,6
kyiv-2017,second-semi-final,switzerland,Hungary,Jury,5
kyiv-2017,second-semi-final,switzerland,Israel,Jury,4
kyiv-2017,second-semi-final,switzerland,Denmark,Jury,3
kyiv-2017,second-semi-final,switzerland,Ireland,Jury,2
kyiv-2017,second-semi-final,switzerland,Belarus,Jury,1
kyiv-2017,second-semi-final,the-netherlands,Bulgaria,Televoting,12
kyiv-2017,second-semi-final,the-netherlands,Hungary,Televoting,10
kyiv-2017,second-semi-final,the-netherlands,Romania,Televoting,8
kyiv-2017,second-semi-final,the-netherlands,Israel,Televoting,7
kyiv-2017,second-semi-final,the-netherlands,Austria,Televoting,6
kyiv-2017,second-semi-final,the-netherlands,Norway,Televoting,5
kyiv-2017,second-semi-final,the-netherlands,Croatia,Televoting,4
kyiv-2017,second-semi-final,the-netherlands,Belarus,Televoting,3
kyiv-2017,second-semi-final,the-netherlands,Ireland,Televoting,2
kyiv-2017,second-semi-final,the-netherlands,Denmark,Televoting,1
kyiv-2017,second-semi-final,the-netherlands,Bulgaria,Jury,12
kyiv-2017,second-semi-final,the-netherlands,Denmark,Jury,10
kyiv-2017,second-semi-final,the-netherlands,Austria,Jury,8
kyiv-2017,second-semi-final,the-netherlands,Norway,Jury,7
